,Date,User,Tweet,clean_tweet,stem_rmSW,lx_sentiment,tf_sentiment2
338,2023-06-07 18:29:47+00:00,MARQUEZ__93,@dennyindrayana Hadeh loe aja tangani kasus Sengketa pemilu Prabowo mencret sok²an., hadeh loe aja tangani kasus sengketa pemilu prabowo mencret sokan,hadeh loe aja tangan sengketa milu prabowo mencret sok,negatif,negative
339,2023-06-07 18:28:34+00:00,abdurrozaqMA,Mantan ketua bem fakultas di UNNES terlibat kasus makelar kos. Bersama komplotannya ia menaikkan harga kos secara ugal2an. Kayaknya dulu pas kasus kenaikan UKT lantang menolak dengan alasan memberatkan mahasiswa.,mantan ketua bem fakultas di unnes terlibat kasus makelar kos bersama komplotannya ia menaikkan harga kos secara ugal2an kayaknya dulu pas kasus kenaikan ukt lantang menolak dengan alasan memberatkan mahasiswa,mantan ketua bem fakultas unnes libat makelar kos komplot naik harga kos ugal 2an kayak pas naik ukt lantang tolak alas berat mahasiswa,negatif,negative
340,2023-06-07 18:27:25+00:00,luqmantaufiq_,"@Elvadino2 @BurhanMuhtadi @LSI_Lembaga Manggil yang baik, kyk gitu mau pemilu beradab. Wooo dino dino",   manggil yang baik kyk gitu mau pemilu beradab wooo dino dino,manggil kyk gitu milu adab wooo dino dino,positif,negative
341,2023-06-07 18:25:34+00:00,PanwascamLMG22,"Jadwal Tahapan Pengawas Pemilu Kelurahan/Desa Dalam Pemilu Serentak Tahun 2024 

#bawaslulamongan #bawaslumengawasi #bawasluayoawasibersama https://t.co/0kpaqgkmgT","jadwal tahapan pengawas pemilu kelurahandesa dalam pemilu serentak tahun 2024 

",jadwal tahap awas milu kelurahandesa milu serentak 2024,neutral,neutral
342,2023-06-07 18:25:03+00:00,nelisa_sftria,"AHY Minta Demokat Wilayah Papua Selatan Tetap Solid Menang di Pemilu 2024.
ms^

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/H6SCyMHwRq","ahy minta demokat wilayah papua selatan tetap solid menang di pemilu 2024
ms

pdemokrat
agusyudhoyono
demokrat bela rakyat
",ahy demokat wilayah papua selatan solid menang milu 2024 ms pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
343,2023-06-07 18:24:56+00:00,nelisa_sftria,"Soliditas, kekompakan dan kesiapan para kader Demokrat menuju Pemilu 2024.
lcb

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/rO1hBBG8H5","soliditas kekompakan dan kesiapan para kader demokrat menuju pemilu 2024
lcb

pdemokrat
agusyudhoyono
demokrat bela rakyat
",soliditas kompak kesiap kader demokrat milu 2024 lcb pdemokrat agusyudhoyono demokrat bela rakyat,neutral,neutral
344,2023-06-07 18:24:42+00:00,nelisa_sftria,"Hari ini @PDemokrat resmi mendaftar ke KPU. Di pemilu 2024 jangan lupa pilih Nomor 14..
f_n

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/Vz7Lb9Unua","hari ini  resmi mendaftar ke kpu di pemilu 2024 jangan lupa pilih nomor 14
fn

pdemokrat
agusyudhoyono
demokrat bela rakyat
",resmi daftar kpu milu 2024 lupa pilih nomor 14 fn pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
345,2023-06-07 18:24:39+00:00,SukijoWong,@tvOneNews Menjelang pemilu jaman dulu dimasyarakat terjadi banyak kejahatan berupa pencurian dan perampokan. Menjelang pemilu sekarang uang trilyunan banyak ditilep dan diselewengkan oleh oknum-oknum yang tidak bertanggungjawab., menjelang pemilu jaman dulu dimasyarakat terjadi banyak kejahatan berupa pencurian dan perampokan menjelang pemilu sekarang uang trilyunan banyak ditilep dan diselewengkan oleh oknumoknum yang tidak bertanggungjawab,jelang milu jaman masyarakat jahat curi ampo jelang milu uang trilyunan ditilep seleweng oknumoknum bertanggungjawab,negatif,negative
346,2023-06-07 18:23:52+00:00,abdurrozaqMA,"@unnesmenfess Aku mau yo ngopi ning cue nder. Ra ngerti nek ono pertemuan karo cah cah iku. Jane ngerti tak kancani nder nder. Sekuat apa sih nyalinya orang itu, kok sampe ngancam nganggo pasal karet ITE.", aku mau yo ngopi ning cue nder ra ngerti nek ono pertemuan karo cah cah iku jane ngerti tak kancani nder nder sekuat apa sih nyalinya orang itu kok sampe ngancam nganggo pasal karet ite,yo ngopi ning cue nder ra ngerti nek ono temu karo cah cah iku jane ngerti kancani nder nder kuat sih nyali orang sampe ngancam nganggo pasal karet ite,negatif,negative
347,2023-06-07 18:23:36+00:00,nelisa_sftria,"Pasca pertemuan dengan ketum PKB, AHY: Jaga pemilu 2024 agar tanpa intervensi, intimidasi, dan kecurangan..
c`b

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/FvzU6LM6lr","pasca pertemuan dengan ketum pkb ahy jaga pemilu 2024 agar tanpa intervensi intimidasi dan kecurangan
cb

pdemokrat
agusyudhoyono
demokrat bela rakyat
",pasca temu tum pkb ahy jaga milu 2024 intervensi intimidasi curang cb pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
348,2023-06-07 18:21:43+00:00,panitia_embuh,"@geloraco faisal kroco,tau apa dia. emg dia yg mbiayain pemilu triliunan. 
cangkem bosok!"," faisal krocotau apa dia emg dia yg mbiayain pemilu triliunan 
cangkem bosok",faisal krocotau emg yg mbiayain milu triliun cangkem bosok,negatif,negative
349,2023-06-07 18:21:20+00:00,abdurrozaqMA,"@unnesmenfess Dari pihak @unneskonservasi gak mau turun menangani fenomena ini kah? Di era keterbukaan informasi seperti ini, secara tidak langsung fenomena makelar kos akan menurunkan rating unnes di mata calon maba.", dari pihak  gak mau turun menangani fenomena ini kah di era keterbukaan informasi seperti ini secara tidak langsung fenomena makelar kos akan menurunkan rating unnes di mata calon maba,gak turun tangan fenomena kah era buka informasi langsung fenomena makelar kos turun rating unnes mata calon maba,negatif,negative
350,2023-06-07 18:16:49+00:00,devia_paridah,"AHY Minta Demokat Wilayah Papua Selatan Tetap Solid Menang di Pemilu 2024.
ms^

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/ETQlOsSGtC","ahy minta demokat wilayah papua selatan tetap solid menang di pemilu 2024
ms

pdemokrat
agusyudhoyono
demokrat bela rakyat
",ahy demokat wilayah papua selatan solid menang milu 2024 ms pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
351,2023-06-07 18:16:41+00:00,devia_paridah,"Soliditas, kekompakan dan kesiapan para kader Demokrat menuju Pemilu 2024.
lcb

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/oaI8FyDSeK","soliditas kekompakan dan kesiapan para kader demokrat menuju pemilu 2024
lcb

pdemokrat
agusyudhoyono
demokrat bela rakyat
",soliditas kompak kesiap kader demokrat milu 2024 lcb pdemokrat agusyudhoyono demokrat bela rakyat,neutral,neutral
352,2023-06-07 18:16:31+00:00,dekna201,"@Miduk17 Mau Pemilu Memang Laba naik, namun harga BBM tak kunjung d turunkan...  nanti siap pemilu kluar lagi statement bahwa pertamina merugi, minggu depanya naik lagi harga nya, labanya dimakan tikus2", mau pemilu memang laba naik namun harga bbm tak kunjung d turunkan  nanti siap pemilu kluar lagi statement bahwa pertamina merugi minggu depanya naik lagi harga nya labanya dimakan tikus2,milu laba harga bbm kunjung d turun milu kluar statement pertamina rugi minggu depa harga nya laba makan tikus 2,positif,negative
353,2023-06-07 18:16:27+00:00,devia_paridah,"Hari ini @PDemokrat resmi mendaftar ke KPU. Di pemilu 2024 jangan lupa pilih Nomor 14..
f_n

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/5I9cRJ7avI","hari ini  resmi mendaftar ke kpu di pemilu 2024 jangan lupa pilih nomor 14
fn

pdemokrat
agusyudhoyono
demokrat bela rakyat
",resmi daftar kpu milu 2024 lupa pilih nomor 14 fn pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
354,2023-06-07 18:15:08+00:00,devia_paridah,"Pasca pertemuan dengan ketum PKB, AHY: Jaga pemilu 2024 agar tanpa intervensi, intimidasi, dan kecurangan..
c`b

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/JYGPg4a8QJ","pasca pertemuan dengan ketum pkb ahy jaga pemilu 2024 agar tanpa intervensi intimidasi dan kecurangan
cb

pdemokrat
agusyudhoyono
demokrat bela rakyat
",pasca temu tum pkb ahy jaga milu 2024 intervensi intimidasi curang cb pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
355,2023-06-07 18:15:03+00:00,pcdlq,"2024:
pemilu ditunda
ganjar - gibran
kaesang walikota solo

🙈🙈🙈","2024
pemilu ditunda
ganjar  gibran
kaesang walikota solo

",2024 milu tunda ganjar gibran kaesang walikota solo,negatif,neutral
356,2023-06-07 18:15:02+00:00,jeonkun01,@tanyakanrl pemilihan pemilu tahun depan asli seru bet, pemilihan pemilu tahun depan asli seru bet,pilih milu asli seru bet,negatif,positive
357,2023-06-07 18:14:09+00:00,Bagusokya,@tvOneNews Kalau presiden cawe2... gak usah ada pemilu....mending presiden langsung tunjuk penggantinya saja.., kalau presiden cawe2 gak usah ada pemilumending presiden langsung tunjuk penggantinya saja,presiden cawe 2 gak pemilumending presiden langsung ganti,positif,negative
358,2023-06-07 18:13:59+00:00,buyaismail,"@bachrum_achmadi Supaya hemat anggaran.
Yg ikutan pemilu 1220 orang saja.😁😁😁"," supaya hemat anggaran
yg ikutan pemilu 1220 orang saja",hemat anggar yg ikut milu 1220 orang,negatif,neutral
359,2023-06-07 18:13:52+00:00,seooiye,"@tanyarlfes gapeduli lu mau dah kerja nganggur apa gimana,tapi tapi ini bahas apa ya?
Ngobrolin pemilu? _-"," gapeduli lu mau dah kerja nganggur apa gimanatapi tapi ini bahas apa ya
ngobrolin pemilu ",gapeduli lu dah kerja nganggur gimanatapi bahas ya ngobrolin milu,positif,negative
360,2023-06-07 18:12:53+00:00,irvanababil10,"@riyansupyans Sudah lewattt,, tapi sebelum pemilu harus sudah nikah", sudah lewattt tapi sebelum pemilu harus sudah nikah,lewattt milu nikah,negatif,neutral
361,2023-06-07 18:12:05+00:00,20detik,"PPATK Usul Tambahan Anggaran Rp 84,3 Miliar untuk Kawal Pemilu-Infrastruktur https://t.co/P3Ub8SuNNv",ppatk usul tambahan anggaran rp 843 miliar untuk kawal pemiluinfrastruktur ,ppatk usul tambah anggar rp 843 miliar kawal pemiluinfrastruktur,positif,neutral
362,2023-06-07 18:06:15+00:00,wisnuputro07,"@8an6__S41D Pernyataan ini harus satu padu dengan masyarakat luas supaya terbentuk kekuatan yg solid hingga nanti tepat pada pelaksanaan pemilu 2024 bisa ternyatakan kemenangan ditangan rakyat yang menginginkan perubahan tanpa kecurangan, pemilu yg jurdil &amp; bisa dipertanggung jawabkan ✊✊", pernyataan ini harus satu padu dengan masyarakat luas supaya terbentuk kekuatan yg solid hingga nanti tepat pada pelaksanaan pemilu 2024 bisa ternyatakan kemenangan ditangan rakyat yang menginginkan perubahan tanpa kecurangan pemilu yg jurdil amp bisa dipertanggung jawabkan ,nyata padu masyarakat luas bentuk kuat yg solid laksana milu 2024 nyata menang tang rakyat ubah curang milu yg jurdil amp tanggung jawab,negatif,positive
363,2023-06-07 18:05:36+00:00,annesameliaa,"AHY Minta Demokat Wilayah Papua Selatan Tetap Solid Menang di Pemilu 2024.
ms^

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/hLIvV5AUHX","ahy minta demokat wilayah papua selatan tetap solid menang di pemilu 2024
ms

pdemokrat
agusyudhoyono
demokrat bela rakyat
",ahy demokat wilayah papua selatan solid menang milu 2024 ms pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
364,2023-06-07 18:05:30+00:00,annesameliaa,"Soliditas, kekompakan dan kesiapan para kader Demokrat menuju Pemilu 2024.
lcb

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/w5mlQR3JxH","soliditas kekompakan dan kesiapan para kader demokrat menuju pemilu 2024
lcb

pdemokrat
agusyudhoyono
demokrat bela rakyat
",soliditas kompak kesiap kader demokrat milu 2024 lcb pdemokrat agusyudhoyono demokrat bela rakyat,neutral,neutral
365,2023-06-07 18:05:12+00:00,annesameliaa,"Hari ini @PDemokrat resmi mendaftar ke KPU. Di pemilu 2024 jangan lupa pilih Nomor 14..
f_n

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/zeHDGFIDGT","hari ini  resmi mendaftar ke kpu di pemilu 2024 jangan lupa pilih nomor 14
fn

pdemokrat
agusyudhoyono
demokrat bela rakyat
",resmi daftar kpu milu 2024 lupa pilih nomor 14 fn pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
366,2023-06-07 18:05:05+00:00,tvOneNews,Komunitas Anak Bangsa Ajak Anak Muda Kampanyekan Pemilu 2024 dengan Adil dan Damai https://t.co/ni1yTglvAG,komunitas anak bangsa ajak anak muda kampanyekan pemilu 2024 dengan adil dan damai ,komunitas anak bangsa ajak anak muda kampanye milu 2024 adil damai,negatif,neutral
367,2023-06-07 18:03:59+00:00,annesameliaa,"Pasca pertemuan dengan ketum PKB, AHY: Jaga pemilu 2024 agar tanpa intervensi, intimidasi, dan kecurangan..
c`b

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/Y6U4rf0eR0","pasca pertemuan dengan ketum pkb ahy jaga pemilu 2024 agar tanpa intervensi intimidasi dan kecurangan
cb

pdemokrat
agusyudhoyono
demokrat bela rakyat
",pasca temu tum pkb ahy jaga milu 2024 intervensi intimidasi curang cb pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
368,2023-06-07 18:02:42+00:00,RahmatPranoto92,"Menurut saya,jika MK memutus perkara soal sistem pemilu terbuka atau tertutup,bagi saya sah-sah saja.Namun yang terpenting adalah bagaimana pemilu itu bisa bersih bebas dari money politik.",menurut sayajika mk memutus perkara soal sistem pemilu terbuka atau tertutupbagi saya sahsah sajanamun yang terpenting adalah bagaimana pemilu itu bisa bersih bebas dari money politik,sayajika mk putus perkara sistem milu buka tertutupbagi sahsah sajanamun penting milu bersih bebas money politik,negatif,positive
369,2023-06-07 17:57:37+00:00,ErickConstant14,"@Mdy_Asmara1701 Jikalau @AgusYudhoyono tdk jd cawapres Anies, Sy yakin dukungan @PDemokrat melalui koalisi, nanti suara di pemilu legislatif ke @FPD_DPR dari Pusat-daerah akan melonjak drastis. Rakyat sdh frustasi situasi ekonomi yg sulit jg mengekspresikan sikap agamis di cap negatif di era now", jikalau  tdk jd cawapres anies sy yakin dukungan  melalui koalisi nanti suara di pemilu legislatif ke  dari pusatdaerah akan melonjak drastis rakyat sdh frustasi situasi ekonomi yg sulit jg mengekspresikan sikap agamis di cap negatif di era now,tdk jd cawapres anies sy dukung koalisi suara milu legislatif pusatdaerah lonjak drastis rakyat sdh frustasi situasi ekonomi yg sulit jg ekspresi sikap agam cap negatif era now,positif,negative
370,2023-06-07 17:56:23+00:00,TampubolonTjoki,"@tinggipasaribu saya yang ada rasa nasionalis sedikit saja, hanya momen / waktu tidak tepat ajukan Proposal, banyak faktor, seluruh Dunia sedang melihat NKRI sdg masuk tahun Politik yang membawa Proposal bakal calon. Baiknya tunggu setelah Pemilu 2024.", saya yang ada rasa nasionalis sedikit saja hanya momen  waktu tidak tepat ajukan proposal banyak faktor seluruh dunia sedang melihat nkri sdg masuk tahun politik yang membawa proposal bakal calon baiknya tunggu setelah pemilu 2024,nasionalis momen aju proposal faktor dunia nkri sdg masuk politik bawa proposal calon baik tunggu milu 2024,negatif,negative
371,2023-06-07 17:55:26+00:00,david_joentax,@nurulrizkaaa @ASoejagad @DS_yantie @dennyindrayana tuduhan serius nih. pdhl blm jg PEMILU 😆,    tuduhan serius nih pdhl blm jg pemilu ,tuduh serius nih pdhl blm jg milu,negatif,negative
372,2023-06-07 17:52:28+00:00,tiaraelsabila,@teukria @bubbIeguvm @nctzenbase Maksud aku jeno pemilu itu pc resso? Kalo ty memang pc album shalala,   maksud aku jeno pemilu itu pc resso kalo ty memang pc album shalala,maksud jeno milu pc resso kalo ty pc album shalala,negatif,neutral
373,2023-06-07 17:52:00+00:00,azerbaijan67,"@Miduk17 Mula-mula komentar  setelah itu masuk kedunia khayalan dengan angan-angan dan seolah benar, setelah  sadar  kondisi belum  pemilu  😀😀😀

Nasib pengkhayal.."," mulamula komentar  setelah itu masuk kedunia khayalan dengan anganangan dan seolah benar setelah  sadar  kondisi belum  pemilu  

nasib pengkhayal",mulamula komentar masuk dunia khayal anganangan sadar kondisi milu nasib khayal,negatif,negative
374,2023-06-07 17:45:52+00:00,SupartoMas,"@ruhutsitompul Jika ada suatu penguasa yg tdk netral dlm pemilu yg diadakan negaranya, dan kau mebenarkanya.... itu artinya otak loe ada masalah.
Segera ke psikiater dan dokter sakit Jiwa untuk memeriksanya...."," jika ada suatu penguasa yg tdk netral dlm pemilu yg diadakan negaranya dan kau mebenarkanya itu artinya otak loe ada masalah
segera ke psikiater dan dokter sakit jiwa untuk memeriksanya",kuasa yg tdk netral dlm milu yg ada negara kau mebenarkanya otak loe psikiater dokter sakit jiwa periksa,negatif,negative
375,2023-06-07 17:45:32+00:00,DameHutaba99169,@Pe_Enestee @ekowboy2 @KPK_RI Prabowo udah kurang laku jual lagi bukan kayak pemilu 2019 lalu. Para emak2 melanial udah kecewa sama pak timbul ujung2 cium pantat jadi anak pembantu Jokowi . Emak2 melanial suarabya lari ke Anis.,   prabowo udah kurang laku jual lagi bukan kayak pemilu 2019 lalu para emak2 melanial udah kecewa sama pak timbul ujung2 cium pantat jadi anak pembantu jokowi  emak2 melanial suarabya lari ke anis,prabowo udah laku jual kayak milu 2019 emak 2 melanial udah kecewa timbul ujung 2 cium pantat anak bantu jokowi emak 2 melanial suarabya lari anis,negatif,negative
376,2023-06-07 17:44:58+00:00,CubismKingdo57,"@tvOneNews @tvOneNews Jika di anggap bahaya keluarkan Dekrit aja Pak, tunda Pemilu",  jika di anggap bahaya keluarkan dekrit aja pak tunda pemilu,anggap bahaya keluar dekrit aja tunda milu,negatif,negative
377,2023-06-07 17:44:15+00:00,DavidFr86981125,"@R3Z1MG4R0NG__ Jokowi tetap hancur 2024.
TUMBANG PRA PEMILU."," jokowi tetap hancur 2024
tumbang pra pemilu",jokowi hancur 2024 tumbang pra milu,negatif,negative
378,2023-06-07 17:44:02+00:00,adekoedin3,"@AkuAtikaFaya Ini program karena mau pemilu, tar kalau sdh duduk gak berani. Takut di demo.", ini program karena mau pemilu tar kalau sdh duduk gak berani takut di demo,program milu tar sdh duduk gak berani takut demo,negatif,negative
379,2023-06-07 17:38:56+00:00,paseban99,"@tuanku_rakyat @bachrum_achmadi Jelang pemilu, para celeng mabok dibodohin dg berita gituan",  jelang pemilu para celeng mabok dibodohin dg berita gituan,jelang milu celeng mabok dibodohin dg berita gituan,negatif,negative
380,2023-06-07 17:36:46+00:00,as_gayuh,@tvOneNews Setiap pemilu…, setiap pemilu,milu,neutral,neutral
381,2023-06-07 17:36:30+00:00,dwioktariyadi,"Siap2 Mbak bentar lagi pasti bnyak yg numpang tenar  para politikus, pejabat publik di tahun politik ini. 

Eh barusan lihat udh ada Menteri skaligus kandidat Cawapres yg nawarin bantuan....

Pemilu bawa berkah. Ditunggu yg lain...","siap2 mbak bentar lagi pasti bnyak yg numpang tenar  para politikus pejabat publik di tahun politik ini 

eh barusan lihat udh ada menteri skaligus kandidat cawapres yg nawarin bantuan

pemilu bawa berkah ditunggu yg lain",2 mbak bentar bnyak yg numpang tenar politikus jabat publik politik eh barusan lihat udh menteri skaligus kandidat cawapres yg nawarin bantu milu bawa berkah tunggu yg,negatif,positive
382,2023-06-07 17:32:16+00:00,yonasVRZ,"AHY Minta Demokat Wilayah Papua Selatan Tetap Solid Menang di Pemilu 2024.
ms^

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/UKHM188IIu","ahy minta demokat wilayah papua selatan tetap solid menang di pemilu 2024
ms

pdemokrat
agusyudhoyono
demokrat bela rakyat
",ahy demokat wilayah papua selatan solid menang milu 2024 ms pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
383,2023-06-07 17:32:07+00:00,yonasVRZ,"Soliditas, kekompakan dan kesiapan para kader Demokrat menuju Pemilu 2024.
lcb

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/InvbqICqHA","soliditas kekompakan dan kesiapan para kader demokrat menuju pemilu 2024
lcb

pdemokrat
agusyudhoyono
demokrat bela rakyat
",soliditas kompak kesiap kader demokrat milu 2024 lcb pdemokrat agusyudhoyono demokrat bela rakyat,neutral,neutral
384,2023-06-07 17:31:49+00:00,yonasVRZ,"Hari ini @PDemokrat resmi mendaftar ke KPU. Di pemilu 2024 jangan lupa pilih Nomor 14..
f_n

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/qOQv2aL08r","hari ini  resmi mendaftar ke kpu di pemilu 2024 jangan lupa pilih nomor 14
fn

pdemokrat
agusyudhoyono
demokrat bela rakyat
",resmi daftar kpu milu 2024 lupa pilih nomor 14 fn pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
385,2023-06-07 17:30:37+00:00,sonobroto,"@BennyHarmanID A. Kosa kata yang dipilih: mematikan 2x, merebut 1x. Pertanyaan: dasar kejadian mana yg mendasari hingga memunculkan dua kata itu. 

B. Merebut. Apakah kemenangan menjadi Presiden soal hak yang terampas? Aneh. Pemilu adalah wujud tertinggi rakyat berdaulat, bebas, merdeka."," a kosa kata yang dipilih mematikan 2x merebut 1x pertanyaan dasar kejadian mana yg mendasari hingga memunculkan dua kata itu 

b merebut apakah kemenangan menjadi presiden soal hak yang terampas aneh pemilu adalah wujud tertinggi rakyat berdaulat bebas merdeka",a kosa pilih mati 2x rebut 1x dasar jadi yg dasar muncul b rebut menang presiden hak ampas aneh milu wujud tinggi rakyat daulat bebas merdeka,negatif,negative
386,2023-06-07 17:30:33+00:00,kabarngargoyoso,"Jika pemilu di mulai hari ini, siapa presiden pilihanmu?",jika pemilu di mulai hari ini siapa presiden pilihanmu,milu presiden pilih,positif,neutral
387,2023-06-07 17:30:31+00:00,yonasVRZ,"Pasca pertemuan dengan ketum PKB, AHY: Jaga pemilu 2024 agar tanpa intervensi, intimidasi, dan kecurangan..
c`b

PDemokrat
AgusYudhoyono
Demokrat Bela Rakyat
https://t.co/Opip4QgvmK","pasca pertemuan dengan ketum pkb ahy jaga pemilu 2024 agar tanpa intervensi intimidasi dan kecurangan
cb

pdemokrat
agusyudhoyono
demokrat bela rakyat
",pasca temu tum pkb ahy jaga milu 2024 intervensi intimidasi curang cb pdemokrat agusyudhoyono demokrat bela rakyat,negatif,neutral
388,2023-06-07 17:30:04+00:00,AyankLukman,"@democrazymedia Ayo kita kawal pemilu, jangan sampai terjadi kecurangan lagi. Cukup sudah kita punya presiden dari hasil kecurangan. LAWAN jika ada kecurangan...!!!

Semoga Allah SWT mengabulkan doa dan perjuangan rakyat yang menginginkan Perubahan bersama Anies Baswedan. Aaamiiinnn."," ayo kita kawal pemilu jangan sampai terjadi kecurangan lagi cukup sudah kita punya presiden dari hasil kecurangan lawan jika ada kecurangan

semoga allah swt mengabulkan doa dan perjuangan rakyat yang menginginkan perubahan bersama anies baswedan aaamiiinnn",ayo kawal milu curang presiden hasil curang lawan curang moga allah swt kabul doa juang rakyat ubah anies baswedan aaamiiinnn,negatif,positive
389,2023-06-07 17:27:38+00:00,rionaldopriamb1,"@accunk_nasr @ubegebe1 @tifsembiring Alhamdulillah, klo pemilu di adakan di rumah bapak Tifatul Sembiring haqqul yakin langsung jadi presiden mantap 👍 👍 👍 👍",   alhamdulillah klo pemilu di adakan di rumah bapak tifatul sembiring haqqul yakin langsung jadi presiden mantap    ,alhamdulillah klo milu adakan rumah tifatul sembiring haqqul langsung presiden mantap,positif,positive
390,2023-06-07 17:21:44+00:00,Iwangsang,@dennyindrayana Berarti pemilu 2024 sudah ketahuan hasilnya ya Prof. Betul juga kata perdana mentri singapura yg viral  dulu., berarti pemilu 2024 sudah ketahuan hasilnya ya prof betul juga kata perdana mentri singapura yg viral  dulu,milu 2024 tahu hasil ya prof perdana tri singapura yg viral,positif,negative
391,2023-06-07 17:20:53+00:00,Ibamsubiyanto99,"@PDemokrat Renungkan dan gunakan akal sehat kondisi Negeri dan Pemerintahan ini, sehat/sakit/kritis dan  gejala atau tanda""nya: 
Presiden petugas Partai
Tdk Netral (cawe cawe) Pembangunan IKN,Hutang Fantastis, Penegakan Hkm ubah sistim Pemilu,Upaya Cub Demokrat, dan msh bnyk (DMB)."," renungkan dan gunakan akal sehat kondisi negeri dan pemerintahan ini sehatsakitkritis dan  gejala atau tandanya 
presiden petugas partai
tdk netral cawe cawe pembangunan iknhutang fantastis penegakan hkm ubah sistim pemiluupaya cub demokrat dan msh bnyk dmb",renung akal sehat kondisi negeri perintah sehatsakitkritis gejala tanda presiden tugas partai tdk netral cawe cawe bangun iknhutang fantastis tega hkm ubah sistim pemiluupaya cub demokrat msh bnyk dmb,negatif,neutral
392,2023-06-07 17:19:53+00:00,polrespessell,"Apel Kesatuan Kapolres Pessel Intruksikan Polisi RW Mulai Bergerak Dengan Target Yang Telah di Tentukan Untuk Harkamtibmas Jelang Pemilu

Selengkapnya⏬⏬

https://t.co/bEt26e9sp1
=====
@humaspoldasumbar 
@kominfopesisirselatan 
@infopessel 
@pedulipessel https://t.co/zpMICtgz9U","apel kesatuan kapolres pessel intruksikan polisi rw mulai bergerak dengan target yang telah di tentukan untuk harkamtibmas jelang pemilu

selengkapnya



 
 
 
 ",apel satu kapolres pessel intruksikan polisi rw gerak target tentu harkamtibmas jelang milu lengkap,negatif,neutral
393,2023-06-07 17:19:07+00:00,bawaslu_tamiang,"Ini Kompetensi yang Wajib Dimiliki Saksi Peserta Pemilu 2024

https://t.co/fLmHLzgOEi","ini kompetensi yang wajib dimiliki saksi peserta pemilu 2024

",kompetensi wajib milik saksi serta milu 2024,positif,neutral
394,2023-06-07 17:16:14+00:00,BlitzSee,@dennyindrayana salahin anies lah kenapa itu hasil survey nya ga naik-naiak malah turun. Jangan malah memfitnah Presiden dgn alasan macam-macam. Pemilu blm mulai udah begitu....payah!, salahin anies lah kenapa itu hasil survey nya ga naiknaiak malah turun jangan malah memfitnah presiden dgn alasan macammacam pemilu blm mulai udah begitupayah,salahin anies hasil survey nya ga naiknaiak turun fitnah presiden dgn alas macammacam milu blm udah begitupayah,negatif,negative
395,2023-06-07 17:16:06+00:00,VIVAcoid,"KY Sudah Periksa Ketua PN Jakpus soal Putusan Partai Prima Tunda Pemilu 2024, Apa Hasilnya? https://t.co/Drfg6R3eK3",ky sudah periksa ketua pn jakpus soal putusan partai prima tunda pemilu 2024 apa hasilnya ,ky periksa ketua pn jakpus putus partai prima tunda milu 2024 hasil,negatif,neutral
396,2023-06-07 17:15:13+00:00,wahananewsdotco,Gerindra Percaya Presiden Jokowi Dukung Prabowo di Pilpres 2024 #DprRi #Pemilu #PartaiGerindra #Wahananewsco  https://t.co/XtoPVkKm32,gerindra percaya presiden jokowi dukung prabowo di pilpres 2024 ,gerindra percaya presiden jokowi dukung prabowo pilpres 2024,positif,neutral
397,2023-06-07 17:15:05+00:00,Jubaeda31036626,"@Frednd2 @dennyindrayana Den ,udah cuci muka blm?ingat THN 2008 deeen?bbrp bln sblm pemilu lu ubah sistemnya. Lupa artinya tdk ingat, mgkn hilang ingatan jg..wkwkwk",  den udah cuci muka blmingat thn 2008 deeenbbrp bln sblm pemilu lu ubah sistemnya lupa artinya tdk ingat mgkn hilang ingatan jgwkwkwk,den udah cuci muka blmingat thn 2008 deeenbbrp bln sblm milu lu ubah sistem lupa tdk mgkn hilang ingat jgwkwkwk,negatif,negative
